Title,Title_URL,Artist Name,Artist Link,Duration,Genre,Mood,Movement,Theme,Other keywords,Other keywords.1
"big dreams, small steps",https://pixabay.com/music/modern-classical-big-dreams-small-steps-225666/,GodsFavoriteArts,https://pixabay.com/users/godsfavoritearts-44026726/,2:28,Modern Classical Solo Piano Beautiful Plays,Dreamy Bright Hopeful Uplifting Relaxing Peaceful Romantic,Elegant Medium Floating,Music For Videos Film Music Background Music,"lofi
music
piano",lofi music piano violin chill relaxing study beats instrumental background ambient calm soothing mellow tranquil focus soft acoustic harmonious meditative gentle easy listening peaceful serene vibe ai generated
sloth tier lofi jazz,https://pixabay.com/music/beats-sloth-tier-lofi-jazz-223593/,LazyChillZone,https://pixabay.com/users/lazychillzone-40482846/,3:56,Beats Electronic Alternative Hip Hop Rnb Cafe,Glamorous Bright Laid Back Dreamy Uplifting Romantic,Smooth Elegant Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"jazz
lofi jazz
lofi",jazz lofi jazz lofi piano keyboard synth instrument beatmaker beats youtube podcast compilation music twitch ringtones dolby nyc toronto canada
Upbeat Lo-Fi Chill  Instrumental Music Royalty Free,https://pixabay.com/music/beats-upbeat-lo-fi-chill-instrumental-music-royalty-free-195449/,Lidérc,https://pixabay.com/users/lid%C3%A9rc-34910776/,2:09,Beats Electronic Upbeat Alternative Hip Hop,Uplifting Restless Bright Laid Back Energetic,Chasing Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"lofi
upbeat
liderc",lofi upbeat liderc instrumental music chill music
Ciudades (lo-fi music ) - Produced by Taffy' Rhythm,https://pixabay.com/music/beats-ciudades-lo-fi-music-produced-by-taffyx27-rhythm-198728/,Taffy-Rhythm,https://pixabay.com/users/taffy-rhythm-43105677/,1:59,Beats Electronic Alternative Hip Hop Cafe Rnb,Glamorous Dreamy Laid Back Bright Relaxing Romantic,Smooth Elegant Floating Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"instrument
lo-fi
lofi",instrument lo-fi lofi nature sci-fi blues jazz bedroompop
Lofi Hip Hop Background Music (Sunday Morning),https://pixabay.com/music/beats-lofi-hip-hop-background-music-sunday-morning-220936/,LFC_Records,https://pixabay.com/users/lfc_records-19410400/,2:00,Beats Electronic Alternative Hip Hop Rnb Cafe,Dreamy Laid Back Bright Glamorous,Elegant Floating Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"lofi
chill
relax",lofi chill relax nature calm relaxing peaceful romantic relaxation background music music song hip hop hip-hop hiphop lo-fi chillbeat instrumental lofi girl lofi hiphop lofi hip hop tiktok tik tok social logo
dialogues with the past,https://pixabay.com/music/modern-classical-dialogues-with-the-past-225668/,GodsFavoriteArts,https://pixabay.com/users/godsfavoritearts-44026726/,4:00,Modern Classical Solo Piano Beautiful Plays Main Title,Dreamy Bright Hopeful Relaxing Peaceful Sentimental Romantic,Elegant Medium Floating,Music For Videos Film Music Background Music,"lofi
music
piano",lofi music piano violin chill relaxing study beats instrumental background ambient calm soothing mellow tranquil focus soft acoustic harmonious meditative gentle easy listening peaceful serene vibe ai generated
Island of Solace,https://pixabay.com/music/beats-island-of-solace-227954/,PremiumMusicOdyssey,https://pixabay.com/users/premiummusicodyssey-26991664/,2:08,Beats Electronic Alternative Hip Hop Rnb Cafe,Dreamy Laid Back Bright Glamorous Uplifting,Elegant Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"relax
calm
water",relax calm water relaxation spa wellness yoga backround hiphop lofi chill cozy bedroom music focus reading youtube music melody piano video vlog instagram instagram music facebook music podcast intro outro
Sunset Serenade,https://pixabay.com/music/beats-sunset-serenade-227937/,PremiumMusicOdyssey,https://pixabay.com/users/premiummusicodyssey-26991664/,2:03,Beats Electronic Alternative Hip Hop Rnb Cafe,Laid Back Bright Glamorous Relaxing Romantic,Floating Elegant Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"sunset
nature
sunrise",sunset nature sunrise heaven happy mood calm guitar music peaceful relax summer coffee relaxation no copyright music cool music vlog video youtube hiphop beats lofi
Love in Full Bloom,https://pixabay.com/music/beats-love-in-full-bloom-227938/,PremiumMusicOdyssey,https://pixabay.com/users/premiummusicodyssey-26991664/,2:00,Beats Electronic Alternative Hip Hop Rnb Cafe,Dreamy Laid Back Bright Glamorous Uplifting,Elegant Floating Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,calm beat lofi piano,calm beat lofi piano guitar hiphop electronic rnb background music music for youtube videos podcast music no copyright music vlog video movie coffee shop music chill relax peaceful yoga happy romantic adventure travel
Sweet Love,https://pixabay.com/music/beats-sweet-love-121561/,DayFox,https://pixabay.com/users/dayfox-29184718/,3:13,Beats Electronic Rnb Alternative Hip Hop Pop,Laid Back Uplifting Dreamy Bright Relaxing,Elegant Floating Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"commercial
corporate",commercial corporate motivational positive promo soft vlog vlogging youtube music for youtube uplifting background music good mood holiday good feel relaxing layback chill smooth lo-fi lofi downbeat chillout emotional
Restful Forest - VirtueXII,https://pixabay.com/music/beats-restful-forest-virtuexii-227049/,VirtueXII,https://pixabay.com/users/virtuexii-42467110/,2:48,Beats Electronic Rnb Cafe,Laid Back Dreamy Relaxing Peaceful Bright,Floating Smooth Slow,Background Music Vlog Music Music For Youtube Videos Music For Videos Podcast Music,"lofi
chill
nature",lofi chill nature music night forest trees relax study jazz piano instrument drum cozy vinyl
80x Lo-fi Jazz,https://pixabay.com/music/beats-80x-lo-fi-jazz-201651/,SigmaMusicArt,https://pixabay.com/users/sigmamusicart-36860929/,2:15,Beats Electronic Alternative Hip Hop Rnb Cafe,Glamorous Dreamy Laid Back Bright Hopeful Romantic,Elegant Floating Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"atmospheric
jazz",atmospheric jazz retro music jazz piano cafe cool jazz france forties jazz music las vegas new york restaurant restaurant music retro sinatra style swing swing music vintage vintage music vlog blog podcast 80s 90s lofi
Analog Dreams  - lofi vibes,https://pixabay.com/music/beats-analog-dreams-lofi-vibes-216040/,xethrocc,https://pixabay.com/users/xethrocc-12734491/,4:15,Beats Electronic Alternative Hip Hop Rnb Cafe,Dreamy Laid Back Bright Hopeful,Floating Elegant Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,lofi music chill calm,lofi music chill calm instrumental lofi hiphop melodic dreamy
lofi.Mercurius,https://pixabay.com/music/beats-lofimercurius-226127/,lofi_nemuko,https://pixabay.com/users/lofi_nemuko-42265913/,2:33,Beats Electronic Alternative Hip Hop Rnb Cafe,Dreamy Laid Back Bright Hopeful Glamorous Relaxing,Elegant Floating Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,lofi chill bgm lrelax,lofi chill bgm lrelax japanese kawaiilofi spiritual meditation charge
Mysterious Forest / Creepy Lofi / Halloween Lofi / Halloween Music,https://pixabay.com/music/beats-mysterious-forest-creepy-lofi-halloween-lofi-halloween-music-168238/,SoulProdMusic,https://pixabay.com/users/soulprodmusic-30064790/,1:55,Beats Electronic Scary Childrens Tunes Alternative Hip Hop Horror Scene Supernatural,Laid Back Dreamy Mysterious Scary Dark Suspense,Sneaking Medium Floating,Music For Videos Film Music Music For Youtube Videos Background Music,"creepy
lofi
halloween",creepy lofi halloween halloween music spooky eerie haunting atmospheric dark ambient ghostly sinister unsettling macabre chilling mysterious haunted horror suspenseful supernatural
Whisky and Night View,https://pixabay.com/music/beats-whisky-and-night-view-208481/,lofizoo_music,https://pixabay.com/users/lofizoo_music-21823601/,2:02,Beats Electronic Alternative Hip Hop Rnb Cafe,Dreamy Laid Back Bright Glamorous Relaxing Romantic,Floating Smooth Elegant Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"lofi
chill
hiphop",lofi chill hiphop lofimusic chillmusic lofibeat chillbeat study music song lofisong chillsong
Street Food,https://pixabay.com/music/beats-street-food-112193/,FASSounds,https://pixabay.com/users/fassounds-3433550/,2:25,Beats Electronic Alternative Hip Hop Rnb Cafe,Laid Back Dreamy Bright Relaxing Glamorous,Floating Elegant Medium Smooth,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"food
market
atmospheric",food market atmospheric beat bright calm carefree chill contemplative cool cozy easy fashion gentle instagram laid back lo-fi lofi peaceful relaxing vlog study piano
LoFi Hip Hop,https://pixabay.com/music/beats-lofi-hip-hop-11489/,Coma-Media,https://pixabay.com/users/coma-media-24399569/,1:39,Beats Alternative Hip Hop Rnb Electronic,Laid Back Bright Dreamy Relaxing Restless,Smooth Medium Floating Chasing,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"abstract
boom bap
chill",abstract boom bap chill city fashion food hiphop lofi modern review rhodes slideshows slow motion street stylish time lapse travel tutorial urban vinyl vlog vocal
"Chillhop Beat ""Thousand Miles""",https://pixabay.com/music/beats-chillhop-beat-quotthousand-milesquot-113254/,Music_Unlimited,https://pixabay.com/users/music_unlimited-27600023/,1:55,Beats Electronic Beautiful Plays Alternative Hip Hop Rnb Cafe,Laid Back Dreamy Bright Hopeful Relaxing Peaceful Glamorous,Floating Elegant Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"chillhop
hip hop
chill",chillhop hip hop chill ambient lofi beat lo-fi atmosphere mood coffee study commercial advertising
Heartbreaking (Emotional) Piano,https://pixabay.com/music/modern-classical-heartbreaking-emotional-piano-215740/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,3:08,Modern Classical Solo Piano Beautiful Plays Main Title,Dreamy Hopeful Bright Sentimental Romantic Relaxing,Elegant Medium Floating,Film Music Music For Videos,"piano
sad
emotional",piano sad emotional depression thinking alone evening lofi felt piano minimalistic music neoclassical instrumental inspiring pianist
Ambient Piano,https://pixabay.com/music/modern-classical-ambient-piano-215975/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,3:11,Modern Classical Solo Piano,Dreamy Bright Hopeful Sentimental Romantic Relaxing,Elegant Medium,Film Music Background Music Music For Videos,"piano
ambient
lofi",piano ambient lofi felt calm soft relaxing beautiful piano music think thinking relaxing piano melody relax song sunset night evening sleep sleeping calming smoothing
Dancing Dandelions,https://pixabay.com/music/beats-dancing-dandelions-227755/,PurrpleCat,https://pixabay.com/users/purrplecat-41559583/,2:15,Beats Electronic Rnb Cafe,Dreamy Laid Back Bright Glamorous Relaxing Romantic Hopeful,Elegant Floating Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"music
hiphop
lofi",music hiphop lofi lo-fi lofihiphop lofi-hiphop lofi-hip-hop lofibeat lofibeats lofi-girl hip-hop beat beats relax sleep relaxing meditation relaxation sleeping yoga cat study studying peaceful good vibes
Close / Study Relax ChillHop / Calm Study LoFi,https://pixabay.com/music/beats-close-study-relax-chillhop-calm-study-lofi-123089/,SoulProdMusic,https://pixabay.com/users/soulprodmusic-30064790/,2:14,Beats Electronic Alternative Hip Hop Rnb Cafe,Dreamy Bright Laid Back Relaxing Hopeful Sentimental,Floating Elegant Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"lofi
chill
chillhop",lofi chill chillhop relax calm vlog study lofi girl minimal minimalism lounge melancholic chillout coffee cooking jazzy
Retro Hip Hop,https://pixabay.com/music/beats-retro-hip-hop-147555/,RoyaltyFreeMusic,https://pixabay.com/users/royaltyfreemusic-29393722/,2:12,Beats Electronic Alternative Hip Hop Rnb Cafe,Uplifting Dreamy Laid Back Bright Glamorous,Floating Smooth Elegant Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"advertising
background",advertising background calm chill chillhop downtempo fashion hip hop instagram jazz jazzy lo fi lofi modern noise old piano rainy relax retro tik tok trap urban vibe vintage
study and chill lofi,https://pixabay.com/music/beats-study-and-chill-lofi-227374/,LazyChillZone,https://pixabay.com/users/lazychillzone-40482846/,3:03,Beats Electronic Alternative Hip Hop Rnb Cafe,Dreamy Laid Back Bright Glamorous Uplifting,Floating Elegant Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"study
chill
relax",study chill relax peaceful spa woman coffee rest relaxation beach girl mindfulness podcast youtube audio music lofi
(FREE) Lofi Type Beat - Cozy Night 🔥🎵,https://pixabay.com/music/beats-free-lofi-type-beat-cozy-night-210690/,Nikoo1,https://pixabay.com/users/nikoo1-43792963/,2:42,Beats Electronic Alternative Hip Hop Rnb Cafe,Dreamy Laid Back Bright Hopeful Glamorous Relaxing,Floating Smooth Medium Elegant,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"beat
lofi
cafe",beat lofi cafe
FREE [LoFi RnB CHILL Type Beat] IN YOUR ARMS - w. Vocals (Unreleased),https://pixabay.com/music/beats-free-lofi-rnb-chill-type-beat-in-your-arms-w-vocals-unreleased-224452/,TremoxBeatz,https://pixabay.com/users/tremoxbeatz-40185122/,3:07,Beats Electronic Rnb Alternative Hip Hop,Laid Back Bright Hopeful Dreamy,Smooth Medium Floating,Music For Videos Music For Youtube Videos Vlog Music Background Music,"lofi
lo-fi",lofi lo-fi lofi type beat rnb lofi chill relax type beat unreleased lofi girl lofi hip hop lofi songs lofi music lofi study music lofi beats lofi sleep lofi asmr lofi jazz lofi study lofi chill lo-fi hip hop lo-fi beats lo-fi chill lo-fi hip hop beats lo-fi sleep
"Rainy Day - LoFi Guitar, Drums, Piano",https://pixabay.com/music/beats-rainy-day-lofi-guitar-drums-piano-216566/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,1:49,Beats Electronic Rnb Cafe,Dreamy Laid Back Bright Hopeful Glamorous Romantic,Floating Smooth Elegant Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,sad rain guitar drums,sad rain guitar drums lofi beat beats lofi music music melody ambient calm soft sleep night rain music night music evening forest
Guitar Lofi,https://pixabay.com/music/beats-guitar-lofi-228060/,MintMusic,https://pixabay.com/users/mintmusic-41154881/,2:30,Beats Electronic Alternative Hip Hop Rnb Cafe,Dreamy Laid Back Bright Glamorous Romantic Uplifting,Elegant Floating Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"advertising
ambient",advertising ambient background blog calm chill chillout discover evening instagram light lofi lounge mellow night pleasant real estate relax science soft spa stream tiktok vlog
Empty Beach - Sunset LoFi,https://pixabay.com/music/beats-empty-beach-sunset-lofi-207239/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,2:01,Beats Electronic Alternative Hip Hop Rnb Cafe,Restless Dreamy Laid Back Bright Hopeful,Chasing Elegant Floating Medium,Music For Videos Music For Youtube Videos Film Music Background Music Vlog Music,beat calm chill beach,beat calm chill beach relaxing relax meditation relaxation coffee resting romantic alone beats calming lofi lo-fi lofi music listening music instrumental sad think
Lofi Rain,https://pixabay.com/music/beats-lofi-rain-198277/,saavane,https://pixabay.com/users/saavane-32312792/,2:19,Beats Electronic Alternative Hip Hop Rnb Cafe,Dreamy Laid Back Bright Relaxing Glamorous,Elegant Floating Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"lofi
rain
raining",lofi rain raining sounds sound music beat beats instrumental chill lo-fi lo fi lo fi lofi beat chill hop slow relaxing meditation outside smooth background modern corporate
Bathroom - Chill Background Music,https://pixabay.com/music/ambient-bathroom-chill-background-music-14977/,chillmore,https://pixabay.com/users/chillmore-25283030/,4:00,Ambient Beautiful Plays Small Emotions Solo Guitar,Dreamy Bright Laid Back Peaceful Relaxing Hopeful Uplifting,Floating Smooth Elegant Slow,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"chill
music
lofi",chill music lofi guitar relax relaxation sleep ambient
Ask,https://pixabay.com/music/beats-ask-206714/,lofizoo_music,https://pixabay.com/users/lofizoo_music-21823601/,2:04,Beats Electronic Alternative Hip Hop Cafe Rnb,Laid Back Bright Dreamy Hopeful Relaxing Sentimental,Elegant Floating Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"lofi
chill
hiphop",lofi chill hiphop lofimusic chillmusic lofibeat chillbeat study music song lofisong chillsong
Lofi Beat,https://pixabay.com/music/beats-lofi-beat-140856/,FASSounds,https://pixabay.com/users/fassounds-3433550/,2:11,Beats Alternative Hip Hop Rnb Cafe Electronic,Glamorous Dreamy Laid Back Bright Relaxing Romantic,Floating Smooth Elegant Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"advertising
chill",advertising chill commercial cozy lofi drift edm electro hip-hop hiphop hype lofi lounge party romantic shout travel urban vlog
SloMo,https://pixabay.com/music/beats-slomo-135807/,SoulProdMusic,https://pixabay.com/users/soulprodmusic-30064790/,2:48,Beats Beautiful Plays Rnb Cafe Alternative Hip Hop Electronic,Dreamy Laid Back Bright Relaxing Hopeful Sentimental,Medium Floating Smooth,Music For Videos Music For Youtube Videos Vlog Music Background Music,"lofi
sad
voiceover",lofi sad voiceover hip hop piano groove vlog motivation sad chillhop chillhop tiktok
fat chillin,https://pixabay.com/music/beats-fat-chillin-196099/,LazyChillZone,https://pixabay.com/users/lazychillzone-40482846/,2:00,Beats Electronic Alternative Hip Hop Rnb Cafe,Glamorous Laid Back Dreamy Bright Relaxing,Smooth Floating Elegant Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"lofi
jazz
lofi hiphop",lofi jazz lofi hiphop hip hop beat podcast audio subscribe
[FREE] Lofi Type Beat - Retro Dreams 📼✨,https://pixabay.com/music/beats-free-lofi-type-beat-retro-dreams-209512/,Nikoo1,https://pixabay.com/users/nikoo1-43792963/,5:09,Beats Electronic Alternative Hip Hop Rnb Cafe,Dreamy Laid Back Bright Relaxing,Floating Elegant Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,lofi chill relax anime,lofi chill relax anime
Dreamy Meadow,https://pixabay.com/music/beats-dreamy-meadow-157900/,LofCosmos,https://pixabay.com/users/lofcosmos-36957151/,4:16,Beats Electronic Alternative Hip Hop Cafe Rnb,Dreamy Laid Back Bright Relaxing Hopeful Sentimental,Floating Smooth Medium,Music For Videos Music For Youtube Videos Vlog Music Background Music Podcast Music,"chill
lofi
cosmos",chill lofi cosmos hip hop instrumental beauty nature
